stubhubID,vividseatsID,stubhubTitle,vividseatsTitle,Score 1,stubhubPrice,vividseatsPrice,Score 2,Match Score
STUB - 0,VIVID - 13,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Colorado Rockies at Miami Marlins,33.009708737864074,94,66,0.0,33.009708737864074
STUB - 0,VIVID - 36,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Kansas City Royals at Pittsburgh Pirates,32.727272727272734,94,87,0.0,32.727272727272734
STUB - 0,VIVID - 24,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Chicago Cubs at Pittsburgh Pirates,32.69230769230769,94,53,0.0,32.69230769230769
STUB - 0,VIVID - 21,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Pittsburgh Pirates at Miami Marlins,32.38095238095238,94,80,0.0,32.38095238095238
STUB - 0,VIVID - 39,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Miami Marlins at Pittsburgh Pirates,32.38095238095238,94,103,0.0,32.38095238095238
STUB - 0,VIVID - 14,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Los Angeles Dodgers at Miami Marlins,32.075471698113205,94,70,0.0,32.075471698113205
STUB - 0,VIVID - 18,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,St. Louis Cardinals at Miami Marlins,32.075471698113205,94,77,0.0,32.075471698113205
STUB - 0,VIVID - 25,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Houston Astros at Pittsburgh Pirates,32.075471698113205,94,56,0.0,32.075471698113205
STUB - 0,VIVID - 6,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,New York Mets at Miami Marlins,32.0,94,103,0.0,32.0
STUB - 0,VIVID - 17,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Arizona Diamondbacks at Miami Marlins,31.775700934579433,94,80,0.0,31.775700934579433
STUB - 0,VIVID - 23,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Cincinnati Reds at Pittsburgh Pirates,31.775700934579433,94,105,0.0,31.775700934579433
STUB - 0,VIVID - 90,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,New York Mets at Washington Nationals,31.775700934579433,94,58,0.0,31.775700934579433
STUB - 0,VIVID - 51,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,St. Louis Cardinals at Philadelphia Phillies,31.578947368421055,94,107,0.0,31.578947368421055
STUB - 0,VIVID - 43,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Miami Marlins at Philadelphia Phillies,31.48148148148148,94,52,0.0,31.48148148148148
STUB - 0,VIVID - 5,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Philadelphia Phillies at Miami Marlins,31.48148148148148,94,102,0.0,31.48148148148148
STUB - 0,VIVID - 11,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,San Diego Padres at Miami Marlins,31.067961165048544,94,103,0.0,31.067961165048544
STUB - 0,VIVID - 47,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Chicago Cubs at Philadelphia Phillies,29.90654205607477,94,52,0.0,29.90654205607477
STUB - 0,VIVID - 67,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,New York Mets at New York Yankees,29.787234042553195,94,67,0.0,29.787234042553195
STUB - 0,VIVID - 9,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Atlanta Braves at Miami Marlins,29.702970297029708,94,56,0.0,29.702970297029708
STUB - 0,VIVID - 10,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Cincinnati Reds at Miami Marlins,29.411764705882348,94,120,0.0,29.411764705882348
STUB - 0,VIVID - 49,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Houston Astros at Philadelphia Phillies,29.35779816513761,94,88,0.0,29.35779816513761
STUB - 0,VIVID - 12,Baltimore Orioles vs Toronto Blue Jays [4/25/2012] Tickets at StubHub!,Chicago Cubs at Miami Marlins,28.282828282828277,94,81,0.0,28.282828282828277
STUB - 1,VIVID - 1,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Texas Rangers at Baltimore Orioles,100.0,52,64,0.0,100.0
STUB - 1,VIVID - 43,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Miami Marlins at Philadelphia Phillies,33.009708737864074,52,52,100.0,100.0
STUB - 1,VIVID - 47,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Chicago Cubs at Philadelphia Phillies,31.372549019607845,52,52,100.0,100.0
STUB - 1,VIVID - 87,Baltimore Orioles vs Texas Rangers [5/8/2012] Tickets at StubHub!,Los Angeles Dodgers at Washington Nationals,35.18518518518519,52,52,100.0,100.0
